5.756,0.0983,0.2020,189.32,12.52,1.32e-2,2.860e-6,4.700e-8,6.113e-8,1.516e-4
5.653,0.1185,0.2091,89.61,10.85,1.97e-2,7.941e-7,3.134e-8,-4.641e-9,-2.188e-6
5.078,0.0964,0.2065,61.16,10.55,1.59e-2,4.677e-7,7.822e-8,-2.653e-8,1.096e-4
